0.2707811,0.9184198,-0.01275581
0.2708678,0.9184166,-0.01266173
0.2709426,0.9186519,-0.01247391
0.2711273,0.919035,-0.01250501
0.2714594,0.919431,-0.01246402
0.2717996,0.9196752,-0.01263581
0.2719724,0.9197724,-0.01281092
0.2720104,0.919926,-0.01281421
0.2720387,0.9200442,-0.01281196
0.2720195,0.9202383,-0.01280881
0.2719617,0.9205258,-0.01282179
0.2718959,0.9208484,-0.01287459
0.2717798,0.9211252,-0.01294954
0.2716537,0.9214254,-0.0130986
0.2714618,0.9217394,-0.01338482
0.2710816,0.922134,-0.01372592
0.2704716,0.9225934,-0.01431863
0.2698714,0.9233006,-0.01480962
0.2691955,0.9239755,-0.01542734
0.2684325,0.9247256,-0.01626486
0.2677428,0.9252985,-0.01716831
0.2675641,0.9254482,-0.0183593
0.2674943,0.9255012,-0.01965085
0.2673985,0.9256731,-0.02120174
0.2659362,0.9279323,-0.02338937
0.2624917,0.9333339,-0.02845378
0.260813,0.9367101,-0.03344871
0.2586776,0.9390571,-0.04012181
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
0.256056,0.9408028,-0.04673354
