-0.03983103,0.584496,-0.1665673
-0.03928243,0.5855218,-0.1659697
-0.04972069,0.5957316,-0.1637975
-0.05382077,0.6000468,-0.1619847
-0.05047052,0.5929965,-0.162293
-0.047837,0.5837502,-0.1642883
-0.04661016,0.5793161,-0.165355
-0.04652454,0.5769204,-0.1658801
-0.04480378,0.576573,-0.165172
-0.04403786,0.5773022,-0.1651323
-0.04399489,0.5816084,-0.1646649
-0.04454641,0.5859604,-0.1635691
-0.04434611,0.5864363,-0.1639701
-0.04426895,0.5842215,-0.1651879
-0.04446511,0.582087,-0.1659278
-0.04513536,0.5810978,-0.1660359
-0.0457897,0.5806367,-0.1658965
-0.04607095,0.5810686,-0.1650712
-0.04616554,0.5812316,-0.1644279
-0.04587112,0.5818709,-0.1639468
-0.04556219,0.5821488,-0.1638539
-0.04541923,0.5816358,-0.1641823
-0.0450805,0.5810984,-0.1643471
-0.04470386,0.5800937,-0.1647314
-0.04380269,0.5793444,-0.1651686
-0.04308002,0.5796261,-0.1651297
-0.04274882,0.5806619,-0.1651199
-0.04302005,0.5811255,-0.16556
-0.04328458,0.5808477,-0.1665183
-0.04382245,0.5805829,-0.1672881
-0.04415403,0.5803667,-0.1682264
-0.04447256,0.5797496,-0.1688655
-0.04451643,0.5793895,-0.1694579
-0.04412208,0.579821,-0.1694333
-0.04334836,0.5809492,-0.1691626
-0.04308487,0.5817363,-0.1691877
-0.04293101,0.5817478,-0.1693503
-0.04309104,0.5815976,-0.1695427
-0.04301833,0.58149,-0.1698827
-0.04309915,0.581707,-0.1700825
-0.04318149,0.5819166,-0.1702209
-0.04319309,0.5820611,-0.170226
-0.0433688,0.5822355,-0.1699859
-0.04360206,0.5823898,-0.1697174
-0.04377867,0.5827141,-0.1693048
-0.04381187,0.5831426,-0.1689393
-0.04366215,0.5835243,-0.1687108
-0.04383139,0.5836943,-0.1683589
-0.04395394,0.5838672,-0.1680008
-0.04408182,0.5842438,-0.1677532
-0.04428913,0.5843179,-0.1675516
-0.04469125,0.5839418,-0.1674386
-0.04537295,0.5831978,-0.1675596
-0.04602121,0.5824527,-0.1679702
-0.04648025,0.5819247,-0.1682636
-0.04682671,0.5814931,-0.1683482
-0.04709311,0.5814449,-0.1683447
-0.04726474,0.5813784,-0.1685315
-0.04626767,0.584147,-0.1681495
-0.04601334,0.5844826,-0.16816
-0.0449553,0.5867041,-0.1683735
-0.0462089,0.58618,-0.1704044
-0.04700507,0.5854641,-0.1718423
-0.04718317,0.5857957,-0.1726889
-0.04719169,0.5861595,-0.1733735
-0.0472811,0.5864733,-0.174404
-0.04735316,0.5865451,-0.1757234
